time,body
2022-01-16,"Walmart appears to be venturing into the metaverse with plans to create its own cryptocurrency and collection of NFTs.The big-box retailer filed several new trademarks late last month that indicate its intent to make and sell virtual goods.In a separate filing, Walmart said it would offer users a virtual currency, as well as non-fungible tokens, or NFTs. Walmart appears to be venturing into the metaverse with plans to create its own cryptocurrency and collection of non-fungible tokens, or NFTs.The big-box retailer filed several new trademarks late last month that indicate its intent to make and sell virtual goods, including electronics, home decorations, toys, sporting goods and personal care products. In a separate filing, Walmart said it would offer users a virtual currency, as well as NFTs.According to the U.S. Patent and Trademark Office, Walmart filed the applications on Dec. 30. In total, seven separate applications have been submitted.In a statement, Walmart said it is ""continuously exploring how emerging technologies may shape future shopping experiences."" It declined to comment on the specific trademark filings.""We are testing new ideas all the time,"" the company added. ""Some ideas become products or services that make it to customers. And some we test, iterate and learn from."" ""[The filings are] super intense,"" said Josh Gerben, a trademark attorney. ""There's a lot of language in these, which shows that there's a lot of planning going on behind the scenes about how they're going to address cryptocurrency, how they're going to address the metaverse and the virtual world that appears to be coming or that's already here.""Gerben said that ever since Facebook announced it was changing its company name to Meta, signaling its ambitions beyond social media, businesses have been rushing to figure out how they will fit into a virtual world. Nike filed a slew of trademark applications in early November that previewed its plans to sell virtual branded sneakers and apparel. Later that month, it said it was teaming up with Roblox to create an online world called Nikeland. In December, it bought the virtual sneaker company RTFKT (pronounced ""artifact"") for an undisclosed amount.""All of a sudden, everyone is like, 'This is becoming super real and we need to make sure our IP is protected in the space,' "" said Gerben.Gap has also started selling NFTs of its iconic logo sweatshirts. The apparel maker said its NFTs will be priced in tiers ranging from roughly $8.30 to $415, and come with a physical hoodie.Elsewhere, both Under Armour's and Adidas' NFT debuts sold out last month. They're now fetching sky-high prices on the NFT marketplace OpenSea.Gerben said that apparel retailers Urban Outfitters, Ralph Lauren and Abercrombie & Fitch have also filed trademarks in recent weeks detailing their intent to open some sort of virtual store.A report from CB Insights outlined some of the reasons why retailers and brands might want to make such ventures, which can potentially offer new revenue streams.Launching NFTs makes it possible for businesses to ""tokenize"" physical products and services to help reduce online transaction costs, it said. And for luxury brands like Gucci and Louis Vuitton, NFTs can serve as a form of authentication for tangible and more expensive goods, CB Insights noted.Gerben said that as more consumers familiarize themselves with the metaverse and items stored on the blockchain, more retailers will want to create their own ecosystem around it.According to Frank Chaparro, director at crypto-information services firm The Block, many retailers are still reeling from being late to e-commerce, so they don't want to miss out on the metaverse.""I think it's a win-win for any company in retail,"" Chaparro said. ""And even if it just turns out to be a fad, there's not a lot of reputation damage in just trying something weird out like giving some customers an NFT in a sweepstake, for instance.""—CNBC's Melissa Repko contributed to this report."
2022-01-16,Bitcoin bulls have long believed that the cryptocurrency's best use is as a hedge against inflation or a safe-haven asset in times of uncertainty.
2022-01-18,"Coinbase customers will be able to use Mastercard credit and debit cards to make purchases the crypto company's upcoming NFT marketplace.The deal is the latest in a flurry of crypto partnerships for Mastercard and Visa.Bitcoin and other cryptocurrencies were created to get around banks and intermediaries. But payment giants have embraced the asset class as it becomes mainstream. Mastercard said Tuesday it inked a deal with Coinbase, the latest in a recent flurry of partnerships between payment and cryptocurrency giants.As part of the agreement, Coinbase customers will be able to use Mastercard credit and debit cards to make purchases on the crypto exchange's upcoming NFT marketplace. Coinbase unveiled late last year plans to launch the platform for minting and buying nonfungible tokens, which have exploded in popularity over the past 12 months.By teaming up with Mastercard, Coinbase executives said they're looking to reduce friction in the NFT buying process. Right now, that often requires customers opening up a crypto wallet, buying digital currencies, then spending those on NFTs in an online marketplace. Mastercard, meanwhile, said it's looking to help expand consumer choice on how to pay for NFTs.""Getting more people involved safely and securely is perhaps the best way to help the NFT market thrive. As it does, Mastercard sees even greater potential for NFTs' underlying tech to go beyond art and collectibles into many more areas,"" Mastercard's Raj Dhamodharan said.Mastercard, one of the world's largest credit card and payment companies, has been on a crypto partnership spree lately. Mastercard announced in October that it's teaming up with Bakkt to let banks and merchants in its network offer crypto-related services. It has also partnered up with Gemini, BitPay and Mintable, among others.Rival Visa has been equally active the crypto space. The company has more than 60 partnerships with companies in the space, including the one with Coinbase. American Express has also said it's exploring using its cards and network with stablecoins. But CEO Stephen Squeri recently told Yahoo Finance that consumers should not expect to see an Amex-crypto-linked card ""anytime soon.""Cryptocurrencies like bitcoin were first designed to get around banks and intermediaries. But banks and payment companies have embraced those technologies as cryptocurrencies become mainstream.Mizuho Securities analyst Dan Dolev said in an email that Tuesday's announcement as another example of Mastercard's ""out-of-the-box thinking"" in its approach to crypto. Over the long-term, though, Dolev said blockchain technologies and decentralized finance ""can be a threat to the overall network ecosystem as they are challenging the trusted third party concept.""Subscribe to CNBC PRO for exclusive insights and analysis, and live business day programming from around the world."
2022-01-18,"After a rough start to the year, the price of bitcoin is about flat in the last seven days. The largest cryptocurrency by market value is currently trading at $41,671, according to Coin Metrics.Ether, the second-largest, is up about 2% in the same time frame. It's now priced at $3,113.Other top coins had a better week. Cardano, Terra and Dogecoin, for example, jumped over the last seven days, Coin Gecko data shows.Along with price movement, here are six important things that happened in the crypto space last week. In June, Kim Kardashian posted an Instagram Story promoting a cryptocurrency called EthereumMax.""Are you guys into crypto???"" she wrote. ""This is not financial advice but sharing what my friends told me about the Ethereum Max token!"" Kardashian included the hashtag ""#ad,"" which indicates that the post was paid for as promotional content.A class action lawsuit in the U.S. District Court for the Central District of California was then filed on January 7, accusing Kardashian and other celebrities, like Floyd Mayweather, of ""making false or misleading statements"" about EthereumMax to allegedly increase its price.Ryan Huegerich, a New York resident, filed on behalf of himself and other investors who bought EthereumMax between May 14, 2021 and June 17, 2021. The lawsuit claims Huegerich and others lost money on their investments.Representatives for Kardashian and Mayweather were not immediately available for comment when contacted by CNBC. A spokesperson for EthereumMax told CNBC that the lawsuit was ""riddled with misinformation"" and disputed accusations that it was a scam. On Wednesday, Twitter and Block founder Jack Dorsey announced plans to create a ""Bitcoin Legal Defense Fund.""""The Bitcoin Legal Defense Fund is a non-profit entity that aims to minimize legal headaches that discourage software developers from actively developing Bitcoin and related projects,"" Dorsey wrote in an email.The fund will defend bitcoin developers from lawsuits, ""including finding and retaining defense counsel, developing litigation strategy and paying legal bills,"" with volunteer and part-time lawyers, he wrote. On Thursday, Dorsey confirmed that Block, formerly known as Square, will be ""officially building an open bitcoin mining system,"" he tweeted on Thursday. The company first announced that it was considering the project in October.Bitcoin operates on a proof of work (PoW) model, where miners must compete to solve complex puzzles in order to validate transactions. The process isn't easy: It requires a lot of energy and computer power, which isn't cheap. The computers themselves, along with other equipment, can also be very expensive. Read more about tech and crypto from CNBC ProWatch Elon Musk's full interview with CNBC's David Faber on Twitter, Tesla and A.I. advancesBuy this under-the-radar chip stock, which can see upside of more than 20%, Jefferies saysNvidia's stock could rise fivefold in 10 years on A.I. trend, says fund manager Watch Elon Musk's full interview with CNBC's David Faber on Twitter, Tesla and A.I. advancesBuy this under-the-radar chip stock, which can see upside of more than 20%, Jefferies saysNvidia's stock could rise fivefold in 10 years on A.I. trend, says fund manager With these types of difficulties in mind, the project's goal is to make mining bitcoin, the largest cryptocurrency by market value, ""more distributed and efficient,"" tweeted Thomas Templeton, the company's general manager for hardware.Templeton mentioned that there are a number of ""customer pain points"" and ""technical challenges"" in the mining community that Block hopes to address, including mining rig availability, high price, reliability and power consumption. Dorsey has continued to focus more on bitcoin since his departure from Twitter in November.On Monday, he announced that Block's Cash App integrated with the Lightning Network, which enables faster, cheaper bitcoin transactions. This now allows Cash App users in the U.S., except those in New York, to send bitcoin for free to anyone globally. On Friday, Elon Musk announced that Tesla is accepting dogecoin, a meme-inspired cryptocurrency, for certain merchandise.This includes 835 coins for a ""Giga Texas Belt Buckle"" and 300 coins for a ""Cyberwhistle,"" among other items. That's about $134 and $48, respectively, at current prices.The price of dogecoin jumped more than 15% on Friday following the news and topped 20 cents before leveling off. It's now trading at 16 cents, according to Coin Metrics. On Sunday, Crypto.com wrote on Twitter that ""we have a small number of users reporting suspicious activity on their accounts. We will be pausing withdrawals shortly, as our team is investigating. All funds are safe.""Peckshield, a blockchain security and analytics company, said that Crypto.com lost about $15 million. Other publications reported an alleged hack as well, but Crypto.com has not confirmed online.Crypto.com declined CNBC Make It's request for comment.""No customer funds were lost,"" CEO Kris Marszalek tweeted on Monday.Sign up now: Get smarter about your money and career with our weekly newsletterDon't miss: Arkansas is offering remote tech workers $10,000 in bitcoin to move to there"
2022-01-18,"U.K. Finance Minister Rishi Sunak plans to bring crypto ads under the same rules that apply to financial promotions.The government says it will introduce legislation to amend existing laws on financial advertising.Ads for crypto flooded London's underground rail network and buses last year amid rising interest in bitcoin and other digital currencies. LONDON — The U.K. government says it will bring cryptocurrency ads under tighter scrutiny and crack down on ""misleading"" claims that may cause investors to lose money.Finance Minister Rishi Sunak plans to bring the ads under the same rules for financial promotions, according to proposals announced Tuesday.The government will introduce legislation to amend existing laws on financial advertising to include crypto. The regime requires firms to be authorized by regulators if they want to promote investment products.The Financial Conduct Authority, a U.K. watchdog tasked with regulating financial firms, will soon start consulting on their proposed financial promotions rules for cryptocurrencies, the government said.""Cryptoassets can provide exciting new opportunities, offering people new ways to transact and invest — but it's important that consumers are not being sold products with misleading claims,"" Sunak said in a statement.The FCA has attracted criticism for not taking action against crypto ads, which flooded London's underground rail network and buses in the past year as interest in bitcoin and other digital currencies has risen. The FCA warns cryptocurrencies are not regulated, and that people investing in them should be prepared to lose all their money. While the regulatory body doesn't have any say over the crypto market specifically, it is getting tougher on companies operating in the sector. Last June, the watchdog hit Binance, the world's largest crypto exchange, with a sharp warning saying the firm is not authorized to undertake any regulated activity. While Binance can still sell its services to U.K. residents through its website, it must show a notice explaining its British unit is not regulated.Tuesday's announcement means the FCA will eventually have the power to clamp down on crypto ads.British fintech firm Revolut, which offers trading in crypto and stocks, said it welcomes the news.""Clear guidance in how companies describe their crypto offering will benefit consumers and help improve trust in the sector,"" said Ed Cooper, Revolut's head of crypto. ""Revolut continues to follow the financial promotions rules in its crypto communications.""Britain's Advertising Standards Authority has already taken action against several crypto adverts. The regulator banned seven ads in December from companies including Coinbase and Papa John's for ""irresponsibly taking advantage of consumers' inexperience.""It also blocked a promotion from the crypto exchange Luno, which encouraged people to buy bitcoin without warning of the risks involved in trading cryptocurrencies. The ASA also said it is on ""red alert"" over the issue.While bitcoin had a stellar year in 2021, climbing almost 60%, it and other digital tokens are notoriously volatile. They've been known to rise or fall more than 10% in a single day.Bitcoin is currently down about 40% from an all-time high of nearly $69,000, which it hit in November."
2022-01-19,"For billionaire investor Mark Cuban, there was one defining moment that led him to go all in on cryptocurrency.""I always paid attention to bitcoin, the pricing, the tokens and the [crypto]currencies,"" Cuban told Miami Mayor Francis Suarez at The North American Bitcoin Conference on Monday. ""But what really got me into it was, about a year ago, when I minted my first NFT.""NFTs, or nonfungible tokens, are unique digital assets. Minting an NFT is the process of turning an asset into a token that's represented on the blockchain. It allows NFT owners to both prove that they own the asset and be able to sell it if they want.For Cuban, the opportunity to also earn royalties on secondary sales of his NFTs was huge.""The fact that you could take a digital file — audio, video, picture, whatever — and not only mint it to sell it, but also attach royalties to it, I'm like, 'How can you do that?' Because you can't do that with anything physical,"" the ""Shark Tank"" investor and Dallas Mavericks owner said.After digging a bit deeper, Cuban learned about smart contracts, which are collections of code that carry out a set of instructions on the blockchain. Smart contracts are crucial for NFTs, as well as other crypto projects, such as decentralized finance, or DeFi, applications. ""To me, that's very disruptive,"" he said.""NFTs, while they're hot right now and everybody is talking about them, they're really more just a proof of concept for what you can do with smart contracts and decentralization,"" Cuban told Suarez.Now, Cuban considers himself a crypto ""evangelist,"" he said. He's extremely bullish on the space and has a cryptocurrency portfolio of various digital coins, NFTs and investments in many blockchain companies.Disclosure: CNBC owns the exclusive off-network cable rights to ""Shark Tank.""Sign up now: Get smarter about your money and career with our weekly newsletterDon't miss: Mark Cuban says 80% of his investments that aren't on 'Shark Tank' are crypto-related: Here's 'where I look to invest'"
2022-01-19,"Microsoft's planned $68.7 billion acquisition of gaming company Activision Blizzard isn't just a weapon in the tech giant's battle for video game domination.It's also about the metaverse — a buzzy topic at the moment, with brands from Disney to Walmart working to carve out their own niche in the digital space, which promises virtual worlds where people can eventually explore, work and play.Gaming appears to be a particularly large part of Microsoft's metaverse plans. In a press release on Tuesday, the company wrote that buying the ""Call of Duty"" and ""Warcraft"" maker ""will provide building blocks for the metaverse."" Later in that press release, Microsoft CEO Satya Nadella was quoted as saying that gaming ""will play a key role in the development of metaverse platforms.""The move may have been a long time coming. Corporate metaverse interest seemingly exploded after Facebook, now called Meta, changed its name to reflect its bet on a virtually focused future. But Microsoft and Nadella were talking publicly about the idea's potential even before Mark Zuckerberg — and acquiring companies with large gaming communities to give them a leg up.In 2020, Microsoft paid $7.5 billion for ZeniMax Media, the parent company of gaming studio Bethesda. And back in 2014, the tech giant paid $2.5 billion for Mojang, the maker of ""Minecraft.""""As the virtual and physical worlds converge, the metaverse…is emerging as a first-class platform,"" Nadella said in April 2021 during a quarterly earnings call. Microsoft's gaming communities, like ""Minecraft"" and its then-140 million monthly users, could grow into huge commercial marketplaces ""as games evolve into metaverse economies,"" he added.That earnings call came about three months before Zuckerberg first revealed his plans for Facebook and the metaverse, teasing the company's eventual transformation into Meta in October. At Microsoft's Ignite 2021 conference in November, Nadella compared the promise of the metaverse to the way the tech world looked at the nascent internet in the 1990s.""When we talk about the metaverse, we're describing both a new platform and a new application type, similar to how we talked about the web and websites in the early '90s,"" Nadella said in a keynote address at the conference. ""It's no longer just playing a game with friends. You can be in the game with them.""Microsoft does not yet offer the sort of commercial virtual reality headset that would be needed for such an immersive gaming experience. But in June, Nadella described the economic impact that metaverse gaming can already provide: During a conversation with Phil Spencer, the head of Microsoft-owned Xbox, Nadella noted that the creators of tens of thousands of ""Minecraft"" game modifications have collectively pulled in more than $350 million, by building new landscapes for other players to explore.""They're creating entire college campuses on 'Minecraft,'"" Nadella said. Microsoft also profits off communities of gamers making in-game purchases, he noted.A market report last year estimated that in-game purchases could top $34 billion in revenue in 2021. The Activision deal could help increase Microsoft's cut: It includes Candy Crush Saga, one of the world's most popular mobile games, which is estimated to pull in more than $1 billion per year from in-app purchases.Of course, Microsoft's metaverse bets aren't limited to gaming. The company launched a Mesh cloud collaboration service for virtual 3D business meetings last year, which Microsoft said ""can serve as a gateway to the metaverse.""And at Microsoft's Build conference in May 2021, Nadella's keynote address delved into what he describes as the ""enterprise metaverse,"" where companies can use Microsoft's business software products to monitor their supply chains in the metaverse, building ""a complete digital twin"" to their real-world infrastructure to better track products from the manufacturing stage to delivery.But Tuesday's agreement to buy Activision shows that Microsoft could view gaming as a way to compete with Meta and any other metaverse giants going forward. Indeed, Nadella has already hinted at the idea of multiple metaverses just under the umbrella of Microsoft's gaming divisions.""If you take 'Halo' as a game, it is a metaverse. 'Minecraft' is a metaverse, and so is 'Flight Sim,'"" Nadella told Bloomberg in November. ""In some sense, they're 2D today, and the question is: 'Can you now take that to a full 3D world?' And we absolutely plan to do so.""Sign up now: Get smarter about your money and career with our weekly newsletterDon't miss:Bill Gates says the metaverse will host most of your office meetings within 'two or three years'This 29-year-old book predicted the 'metaverse' — and some of Facebook's plans are eerily similar"
2022-01-19,"The Federal Trade Commission won't back down in the face of intimidation from better-resourced opponents, said Chair Lina Khan in an exclusive interview with CNBC, her first on-camera sit-down.Khan personally has faced pushback from Amazon and Facebook in particular, which petitioned for her recusal from antitrust matters involving their businesses.She said her agency has a duty to consider which cases could have a deterrent effect on other potentially unlawful conduct. The Federal Trade Commission won't back down in the face of intimidation from better-resourced opponents, said Chair Lina Khan in an exclusive interview with CNBC Wednesday, her first on-camera sit-down.Khan said it takes ""courage"" to take on companies with immense power, especially in the face of the FTC's own resource challenges that force it to narrow the scope of its enforcement capabilities.""We're really showing these companies, but also showing the country, that enforcers are not going to back down because of these companies flexing some muscle or kind of trying to intimidate us,"" Khan told CNBC's Andrew Ross Sorkin and Kara Swisher, host of The New York Times' ""Sway"" podcast. ""I think those are the types of lessons that we're trying to learn looking back over the last decade.""Under her leadership, the FTC has taken steps to show its resolve against big business. The agency filed an amended complaint against Facebook on antitrust charges after its earlier one was dismissed, and this time it was allowed to advance. And in the face of a historic merger surge, the FTC has also signaled it will impose tougher sanctions on firms that pursue anticompetitive mergers, like requiring prior approval for future transactions in settlements.Khan personally has faced pushback from Amazon and Facebook in particular, which petitioned for her recusal from antitrust matters involving their businesses. They argued that Khan's past statements and work for the Open Markets Institute and the House Judiciary subcommittee on antitrust investigating tech firms, indicated she had prejudged their liability.Khan also made a name for herself in academic circles through her 2017 Yale Law Journal article ""Amazon's Antitrust Paradox,"" which argued for a more expansive interpretation of antitrust laws when applied to digital markets.Just last week, a judge in the FTC's antitrust lawsuit against Facebook affirmed that Khan did not need to recuse herself from the vote to file the amended complaint in the suit, ruling that she was not acting in an adjudicatory role. Khan said it was ""terrific"" to see the judge respond in that way.Khan credited the forceful approach of some of these firms with the standards they had gotten used to from law enforcement historically. She said while they experienced ""lighter touch treatment in the past,"" they're now responding to a pileup of enforcement actions.Khan declined to throw her weight behind any particular bills that would reform antitrust law that are being considered in Congress, but she supported additional resources for the agency and generally welcomed congressional action to minimize certain hurdles enforcers must consider in bringing cases.As it stands, Khan said the agency does have to choose its workload wisely, which often involves trade-offs about what it can pursue. Given those constraints, the question of which enforcement actions could have a deterrent effect becomes an important one, she said.""We have to make very difficult choices about which billion-dollar deals we're going to ensure we're closely investigating, but there are very real trade-offs in terms of what that work is going to come at the expense of,"" she said.""What are instances in which certain types of actions could have a market-wide impact?"" Khan said, giving an example of a question the agency might consider. ""If we are able to obtain a particular settlement or consent decree or get a good outcome in court, what are instances in which that could really change the dynamic in the entire market rather than just, you know, here or there?""Khan said the agency also considers which cases could involve unlawful practices that also have an ""upstream source.""""So certain types of intermediaries or companies that may be facilitating bad practices, going upstream and really try to nip it at the source can also be one way we try to channel our resources in ways that can be more efficient,"" she said.The FTC's lawsuit against Facebook, first filed under Khan's predecessor, is one example of a case the agency has chosen to pursue that could have broader implications for the industry as a whole. In the suit, the FTC claimed that Facebook used its acquisitions of then-nascent competitors Instagram and WhatsApp to amass power and create barriers that impede other firms from entering the market. If the FTC prevails in that case, it could make tech and other industries more skittish about pursuing such acquisitions in the future.Khan said she recognizes the relatively short period of time she has to act on these issues, and aims to do so ""with a fierce sense of urgency.""""I think there's an opportunity here to really change and learn from the mistakes of the past and that's what we're going to try to do,"" she said.Subscribe to CNBC on YouTube.WATCH: How US antitrust law works, and what it means for Big Tech"
2022-01-20,"Russia's central bank on Thursday proposed banning the use and mining of cryptocurrencies on Russian territory, citing threats to financial stability, citizens' wellbeing and its monetary policy sovereignty.Russia has argued for years against cryptocurrencies, saying they could be used in money laundering or to finance terrorism. It eventually gave them legal status in 2020 but banned their use as a means of payment.Russia is the world's third-largest player in bitcoin mining, behind the United States and Kazakhstan, though the latter may see a miner exodus over fears of tightening regulation following unrest earlier this month. Russia's central bank on Thursday proposed banning the use and mining of cryptocurrencies on Russian territory, citing threats to financial stability, citizens' wellbeing and its monetary policy sovereignty.The move is the latest in a global cryptocurrency crackdown as governments from Asia to the United States worry that privately operated and highly volatile digital currencies could undermine their control of financial and monetary systems.Russia has argued for years against cryptocurrencies, saying they could be used in money laundering or to finance terrorism. It eventually gave them legal status in 2020 but banned their use as a means of payment.In a report published on Thursday, the central bank said speculative demand primarily determined cryptocurrencies' rapid growth and that they carried characteristics of a financial pyramid, warning of potential bubbles in the market, threatening financial stability and citizens.The bank proposed preventing financial institutions from carrying out any operations with cryptocurrencies and said mechanisms should be developed to block transactions aimed at buying or selling cryptocurrencies for fiat currencies.The proposed ban includes crypto exchanges. Cryptocurrency exchange Binance told Reuters it was committed to working with regulators and hoped the report's release would spawn dialogue with the central bank on protecting the interests of Russian crypto users.Restrictions on owning cryptocurrency are not envisaged, said Elizaveta Danilova, head of the central bank's financial stability department.Active cryptocurrency users, Russians have an annual transaction volume of about $5 billion, the bank said.Shadowing China?The central bank said it would work with regulators in countries where crypto exchanges are registered to collect information about the operations of Russian clients. It pointed to steps taken in other countries, such as China, to curb cryptocurrency activity.In September, China intensified its crackdown on cryptocurrencies with a blanket ban on all crypto transactions and mining, hitting bitcoin and other major coins and pressuring crypto and blockchain-related stocks.""For now there are no plans to ban cryptocurrencies similar to the experience of China,"" Danilova said. ""The approach we have proposed will suffice.""Joseph Edwards, head of financial strategy at crypto firm Solrise Group, played down the report's significance, saying no one outside Russia would be losing sleep over it.""Moscow, like Beijing, is always rattling its sabre over 'crypto bans', but Russia has never been a pillar of any facet of the industry in the same way as China has been at times,"" he said.Crypto miningRussia is the world's third-largest player in bitcoin mining, behind the United States and Kazakhstan, though the latter may see a miner exodus over fears of tightening regulation following unrest earlier this month. read moreThe Bank of Russia said crypto mining created problems for energy consumption. Bitcoin and other cryptocurrencies are ""mined"" by powerful computers that compete against others hooked up to a global network to solve complex mathematical puzzles. The process guzzles electricity and is often powered by fossil fuels.""The best solution is to introduce a ban on cryptocurrency mining in Russia,"" the bank said.In August, Russia accounted for 11.2% of the global ""hashrate"" - crypto jargon for the amount of computing power being used by computers connected to the bitcoin network.Moscow-based BitRiver, which operates data centers in Siberia hosting bitcoin miners, said it did not consider a complete crypto ban likely, expecting a balanced position to develop once different ministries have discussed the proposals.The central bank, which is planning to issue its own digital rouble, said crypto assets becoming widespread would limit the sovereignty of monetary policy, with higher interest rates needed to contain inflation."
2022-01-20,"Hedge fund manager David Neuhauser, who has made a name for himself by betting against some of the market's most popular stocks, shared with CNBC his tips for young investors.Speaking on the latest CNBC Pro Talks, Neuhauser suggested that investors should be wary of big-name technology stocks that have seen ""explosive growth"" over the past couple of years amid the coronavirus pandemic.Even so, Neuhauser said it would still be worthwhile for young people to put their money into certain technology stocks because it's invested in the market for a long timescale. This means any major highs and lows would be more likely to even out over time, in theory.The Livermore Partners founder and chief investment officer said he preferred smaller technology companies ""because the potential for those companies to grow is actually there.""Neuhauser said it was ""much more difficult"" to find long-term growth opportunities among the ""mammoth"" companies that are already valued in the trillions of dollars, or even upward of $800 billion. In addition to factoring in company valuations, Neuhauser said it was important for young investors to focus on the effect that rising interest rates could have on stocks.Neuhauser said that he didn't think younger investors were paying enough attention to this as both a headwind for markets and as a potential buying opportunity.Watch the full Pro Talks with David Neuhauser hereHe said that the youngest cohort of investors have ""never seen a bear market, they've never seen a recession, they've never seen a contraction, even in earnings, where a company is still growing, but their earnings have contracted for a while, and those are usually typically the times to be buying those stocks.""In the more-than 25 years that he's been investing, Neuhauser said that he'd often made money after identifying a stock that was out of favor as the economic cycle was ""just about to turn."" Neuhauser shorted (betted against) some major market names last year, including Meta (formerly Facebook) and Tesla. Livermore Partners had also previously shorted the ARK Innovation exchange-traded fund, which is run by investment guru Cathie Wood.Check out: Neuhauser says Ark ETF stocks are a potential 'time bomb'During the latest CNBC Pro Talks, Neuhauser maintained the view that the valuations of some bigger technology companies were more likely to come under pressure going forward.He explained that amid the pandemic these companies had benefitted from increased demand for technology, like software-as-a-service, along with the Federal Reserve's emergency economic support measures.However, Neuhauser expects this demand to slow down. In addition, he said the Fed's plans to raise interest rates this year, and pull back other supportive measures, would make capital expenditure — the cost of maintaining certain internal investments — more expensive for these companies.Philadelphia Fed President Patrick Harker told CNBC last week he could see as many as four interest rate hikes this year. Many investors believe that the central bank could enact the first rate hike in March. The mounting anticipation of rate hikes, and overall tighter monetary policy, has seen a choppy start to the year for markets, with sell-offs led by technology stocks. The technology-heavy Nasdaq index is down nearly 8% year-to-date, according to Refinitiv data.Check out: Crypto exchange users report ‘suspicious activity’ and 5 other important updates to know in the space"
2022-01-20,"The stock opened at a high of $5.25 Singapore dollars before paring gains to close at $5.05 Singapore dollars, up 1% from its offer price.VTAC raised $200 million from investors including other Temasek subsidiaries Venezio Investments and Fullerton Fund Management.The company will seek to acquire at least one business within two years of its listing date, and will focus on areas such as cybersecurity, artificial intelligence and fintech. SINGAPORE — Singapore's first blank check company started trading on the country's stock exchange on Thursday afternoon, four months after the bourse launched new rules allowing special purpose acquisition companies (SPACs) to list.Vertex Technology Acquisition Corporation (VTAC), is sponsored by Vertex Venture Holdings, a wholly owned subsidiary of state investor Temasek Holdings.The SPAC's initial public offering of 11.8 million units had an offer price of $5 Singapore dollars. The retail tranche of 600,000 units was 36 times subscribed.The stock opened at a high of $5.25 Singapore dollars before paring gains to close at $5.05 Singapore dollars, up 1% from its offer price.The company raised $200 million Singapore dollars (more than $148 million) from investors including other Temasek subsidiaries Venezio Investments and Fullerton Fund Management.VTAC will seek to acquire at least one business within two years of its listing date, and will focus on areas such as cybersecurity, artificial intelligence and fintech.SPACs have become very popular recently and are established solely to raise capital from investors in order to acquire one or more operating businesses. They raise money in an initial public offering and use the cash to merge with a private firm, in order to take the company public and bypass traditional IPO processes which can be lengthy. Singapore may be able to draw companies to its stock market through its push for SPACs, said Ringo Choi, EY Asia-Pacific IPO leader.""Companies may be considering to be listed in Hong Kong or say Malaysia or other ASEAN countries, but they will prefer to go for this Singapore SPAC IPO if they have this opportunity,"" he told CNBC's ""Street Signs Asia"" on Thursday.He pointed out that the blank check company was heavily oversubscribed, and the firms may be able to price shares higher in Singapore.That could be a boost for the city state, which has seen average IPO sizes decline and thin liquidity in recent years, Choi said. The authorities want Singapore to be a competitive financial hub with high trading volumes, and were eager to introduce new pathways, he said.Singapore is one of the first markets in Asia to allow such listings. Michael Marquardt, CEO of investor services company IQ-EQ Asia, described Singapore's approach to SPACs as conservative because it only relaxed its regulations last year.""This strategy has provided investors with the confidence they need to trigger new SPAC listings,"" he said in an email. The commitment to create a safe and regulated capital market environment will benefit SPACs in the long run by attracting more inflows, he said.Marquardt also predicted that more SPACs will start to list in Asia's financial hubs.""Given the changes to Hong Kong's listing regime that came into effect at the start of the year, these rule revisions across both jurisdictions will serve to encourage SPAC activity in Asia,"" he said."
